ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
11222,72,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2562,18
11222,78,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2562,20
11222,83,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,78
11222,85,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,77
11222,87,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,76
11222,89,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,75
11222,91,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,74
11222,93,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,73
11222,95,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,72
11222,97,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,71
11222,98,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,11
11222,99,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,70
11222,100,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,12
11222,102,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,13
11222,103,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,EVICT COOP/CONDO,,2558,68
11222,104,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,14
11222,106,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,15
11222,110,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,17
11222,112,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2563,7502
11222,117,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,61
11222,119,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,60
11222,121,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,59
11222,123,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,58
11222,131,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,54
11222,132,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,2563,29
11222,134,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2563,32
11222,151,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,58
11222,155,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,56
11222,163,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2559,52
11222,167,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,50
11222,169,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,49
11222,171,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,48
11222,180,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,2
11222,181,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2559,43
11222,182,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,3
11222,185,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,41
11222,188,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,6
11222,192,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,8
11222,204,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,2576,5
11222,109 TO 111,GREENPOINT,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,64
11222,71,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2643,25
11222,126,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,GARDEN COMPLEX,,2618,42
11222,128,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,43
11222,129,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,31
11222,130,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,44
11222,131,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,29
11222,132,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,45
11222,133,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,27
11222,134,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,46
11222,135,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,26
11222,136,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,47
11222,138,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,48
11222,140,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,49
11222,141,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,21
11222,142,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,50
11222,143,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,20
11222,145,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,19
11222,146,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,2618,52
11222,149,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,17
11222,150,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,54
11222,151,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,15
11222,152,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,55
11222,153,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2617,13
11222,154,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,56
11222,179,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2594,31
11222,183,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2594,29
11222,185,GUERNSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2594,28
11222,73,HAUSMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2691,9
11222,50,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2831,1
11222,54,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2831,4
11222,57,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2827,30
11222,59,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2827,29
11222,67,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2827,25
11222,93,HERBERT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2829,36
11222,508,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,2831,35
11222,525,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2720,34
11222,594,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2702,10
11222,596,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2702,11
11222,598,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2702,12
11222,602,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2702,14
11222,606,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2702,16
11222,623,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2685,30
11222,625,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2685,29
11222,634,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2686,57
11222,635,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2685,24
11222,642,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2686,61
11222,665,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2685,9
11222,734,HUMBOLDT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2654,63
11222,100,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,10
11222,106,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,13
11222,110,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2532,15
11222,117,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,70
11222,119,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,69
11222,120,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,20
11222,129,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,64
11222,131,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,63
11222,132,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,26
11222,155,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,49
11222,157,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2522,48
11222,168,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,40
11222,190,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,18
11222,191,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2523,50
11222,192,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,19
11222,196,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,21
11222,198,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,22
11222,204,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,25
11222,206,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,26
11222,208,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,27
11222,209,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2523,41
11222,210,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,28
11222,214,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,30
11222,216,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,31
11222,148 TO 150,HURON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2532,34
11222,49,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2531,33
11222,50,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2539,11
11222,51,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2531,32
11222,52,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2539,12
11222,53,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2531,31
11222,76,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,1
11222,90,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,17
11222,100,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,22
11222,102,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,23
11222,104,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,25
11222,124,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,35
11222,125,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,2532,50
11222,126,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2540,36
11222,135,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2532,47
11222,141,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,1
11222,151,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,58
11222,153,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,57
11222,155,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,56
11222,156,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,14
11222,168,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,20
11222,170,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,21
11222,178,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,25
11222,179,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,45
11222,181,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2533,44
11222,211,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2534,52
11222,213,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2534,51
11222,215,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2534,50
11222,217,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2534,49
11222,66 TO 74,INDIA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,1
11222,49,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2539,34
11222,85,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,1
11222,96,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2550,10
11222,101,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,70
11222,103,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,69
11222,105,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2540,68
11222,109,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,66
11222,114,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2550,19
11222,151,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2540,46
11222,161,JAVA,ST,948,MANHATTAN,AVE,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,1
11222,167,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2541,57
11222,184,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,17
11222,186,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2551,18
11222,188,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,19
11222,190,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,20
11222,196,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,23
11222,197,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,42
11222,198,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,24
11222,199,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2541,41
11222,200,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,25
11222,202,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,26
11222,210,JAVA,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2551,30
11222,16,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2653,41
11222,18,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2653,43
11222,41,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,20
11222,47,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,17
11222,56,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2626,39
11222,57,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,12
11222,59,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,11
11222,63,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,9
11222,65,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,8
11222,69,JEWEL,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2652,6
11222,135,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2550,58
11222,139,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2550,56
11222,140,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2558,34
11222,171,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,57
11222,172,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,10
11222,174,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,11
11222,176,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,12
11222,178,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,13
11222,192,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,20
11222,193,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,48
11222,195,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,47
11222,200,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,25
11222,201,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,44
11222,202,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2559,26
11222,203,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,43
11222,215,KENT,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2551,37
11222,89,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2833,20
11222,91,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2833,19
11222,93,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2833,18
11222,95,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,421-A,,2833,17
11222,97,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2833,16
11222,123,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2829,30
11222,125,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,2829,29
11222,127,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2829,28
11222,129,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2829,27
11222,135,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2829,24
11222,136,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2834,3
11222,138,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2834,4
11222,140,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2834,5
11222,142,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2834,6
11222,144,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2834,7
11222,178,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2706,6
11222,196,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,54
11222,204,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,58
11222,206,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,58
11222,208,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,59
11222,211,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2688,37
11222,212,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,61
11222,213,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2688,36
11222,214,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,62
11222,215,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,35
11222,218,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,64
11222,219,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,32
11222,222,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,66
11222,224,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,67
11222,225,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,29
11222,226,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,68
11222,232,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,71
11222,234,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,72
11222,236,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,2689,73
11222,238,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,74
11222,239,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,25
11222,241,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,24
11222,242,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,76
11222,243,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,23
11222,250,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,2689,80
11222,252,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,81
11222,254,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2689,82
11222,257,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,16
11222,263,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,13
11222,274,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2658,45
11222,227 TO 229,KINGSLAND,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2688,27
11222,515,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2680,27
11222,590,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2648,50
11222,592,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2648,51
11222,642,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2621,48
11222,644,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2621,49
11222,645,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2620,16
11222,648,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2621,51
11222,655,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2620,11
11222,656,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2621,55
11222,718,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,44
11222,736,LEONARD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,53
11222,746 TO 756,LEONARD,ST,178,GREENPOINT,AVE,BROOKLYN,61,MULTIPLE DWELLING A,,,2575,1
11222,872,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2679,54
11222,874,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2679,55
11222,890,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2679,61
11222,917,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2644,36
11222,929,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2644,31
11222,935,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2644,29
11222,936,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2645,46
11222,946,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2645,49
11222,962,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2645,55
11222,1031,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2618,10
11222,1072,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2596,8
11222,1125,LORIMER,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2569,35
11222,434,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,2724,7
11222,572,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2680,35
11222,596,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2680,44
11222,602,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2680,46
11222,604,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2680,47
11222,614,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2680,50
11222,650,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2647,42
11222,651,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2645,25
11222,655,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2645,24
11222,664,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,2647,47
11222,680,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2647,53
11222,724,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2620,45
11222,735,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2619,16
11222,739,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2619,15
11222,757,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2619,9
11222,759,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2619,7
11222,761,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,2619,7
11222,764,MANHATTAN,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,2620,1
